recipe_title,description,category,tags,emoji,servings,cook_time_min,ingredient_1_name,ingredient_1_qty,ingredient_1_unit,ingredient_1_category,ingredient_1_optional,ingredient_2_name,ingredient_2_qty,ingredient_2_unit,ingredient_2_category,ingredient_2_optional,ingredient_3_name,ingredient_3_qty,ingredient_3_unit,ingredient_3_category,ingredient_3_optional,ingredient_4_name,ingredient_4_qty,ingredient_4_unit,ingredient_4_category,ingredient_4_optional,ingredient_5_name,ingredient_5_qty,ingredient_5_unit,ingredient_5_category,ingredient_5_optional,step_1,step_2,step_3,step_4,step_5,notes
Traybake Sardines and Udon Noodles,Oven-style meal prep with carbs and vegetables.,dinner,comfort|carb_forward,🍝,1,37,sardines,160.0,g,protein,0,udon noodles,125.0,g,carb,0,green beans,240.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add udon noodles and green beans to the tray.,Step 3: Add sardines and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 28 min. Add vegetables for micronutrients.
Turkey Mince Veg Wrap,Portable wrap with carbs and protein.,dinner,balanced|high_protein,🍜,1,24,turkey mince,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,broccoli,160.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the turkey mince and season.,Step 2: Prep broccoli.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 7 min. Cook: 17 min. Keep it simple for consistency.
Traybake Sardines and Bagel,Oven-style meal prep with carbs and vegetables.,dinner,high_carb|meal_prep,🌮,1,45,sardines,160.0,g,protein,0,bagel,110.0,g,carb,0,mushrooms,200.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add bagel and mushrooms to the tray.,Step 3: Add sardines and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 11 min. Cook: 34 min. Carb-forward for tomorrow’s session.
Chickpeas Veg Wrap,Portable wrap with carbs and protein.,dinner,high_veg|balanced,🐟,1,15,chickpeas,200.0,g,protein,0,tortilla wraps,140.0,g,carb,0,cabbage,200.0,g,produce,0,olive oil,10.0,ml,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Cook the chickpeas and season.,Step 2: Prep cabbage.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 10 min. Cook: 5 min. Good post-session recovery.
Tempeh Veg Wrap,Portable wrap with carbs and protein.,dinner,quick|one_pan,🥘,1,30,tempeh,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,green beans,200.0,g,produce,0,tahini,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the tempeh and season.,Step 2: Prep green beans.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 12 min. Cook: 18 min. Keep it simple for consistency.
Egg Whites Stir-Fry with Basmati Rice,Quick stir-fry plus a carb base for performance.,dinner,quick|one_pan,🥗,1,43,egg whites,220.0,ml,protein,0,basmati rice,85.0,g,carb,0,zucchini,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the basmati rice and set aside.,Step 2: Stir-fry the egg whites until cooked.,Step 3: Add zucchini and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 5 min. Cook: 38 min. Increase carbs after big training loads.
Kidney Beans Veg Wrap,Portable wrap with carbs and protein.,dinner,balanced|high_protein,🥔,1,18,kidney beans,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,cabbage,200.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the kidney beans and season.,Step 2: Prep cabbage.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 10 min. Increase carbs after big training loads.
Edamame Veg Wrap,Portable wrap with carbs and protein.,dinner,balanced|high_protein,🍜,1,35,edamame,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,green beans,240.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the edamame and season.,Step 2: Prep green beans.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 27 min. Carb-forward for tomorrow’s session.
Traybake Kidney Beans and Jasmine Rice,Oven-style meal prep with carbs and vegetables.,dinner,high_veg|balanced,🍗,1,26,kidney beans,180.0,g,protein,0,jasmine rice,85.0,g,carb,0,broccoli,240.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add jasmine rice and broccoli to the tray.,Step 3: Add kidney beans and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 12 min. Cook: 14 min. Increase carbs after big training loads.
Cod Bread Bowl,Athlete-friendly bowl with a strong carb base.,dinner,post_workout|high_carb,🍤,1,22,cod,180.0,g,protein,0,bread,140.0,g,carb,0,carrot,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the bread until ready.,Step 2: Cook the cod until done.,Step 3: Cook the carrot until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 11 min. Cook: 11 min. Keep it simple for consistency.
Tofu Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,high_carb|meal_prep,🥗,1,21,tofu,200.0,g,protein,0,pasta,110.0,g,carb,0,rocket,160.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the tofu in a pan.,Step 3: Add rocket and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 5 min. Cook: 16 min. Carb-forward for tomorrow’s session.
Edamame Potatoes Bowl,Athlete-friendly bowl with a strong carb base.,dinner,high_carb|meal_prep,🌮,1,35,edamame,140.0,g,protein,0,potatoes,380.0,g,carb,0,broccoli,240.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the potatoes until ready.,Step 2: Cook the edamame until done.,Step 3: Cook the broccoli until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 12 min. Cook: 23 min. Carb-forward for tomorrow’s session.
Lentils Stir-Fry with Sweet Potatoes,Quick stir-fry plus a carb base for performance.,dinner,high_veg|balanced,🥔,1,38,lentils,140.0,g,protein,0,sweet potatoes,450.0,g,carb,0,zucchini,240.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the sweet potatoes and set aside.,Step 2: Stir-fry the lentils until cooked.,Step 3: Add zucchini and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 10 min. Cook: 28 min. Carb-forward for tomorrow’s session.
Hake Curry with Rice Cakes,Comfort curry with a big carb base.,dinner,comfort|carb_forward,🥗,1,36,hake,200.0,g,protein,0,rice cakes,95.0,g,carb,0,peas,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the rice cakes until ready.,Step 2: Cook the hake in a pot.,Step 3: Add peas and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 11 min. Cook: 25 min. Good post-session recovery.
Eggs Soup with Rice Noodles,"Warm, filling soup with carbs for recovery.",dinner,balanced|high_protein,🥔,1,20,eggs,2.0,unit,protein,0,rice noodles,85.0,g,carb,0,mushrooms,160.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add mushrooms and cook briefly.,Step 3: Add eggs and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 11 min. Cook: 9 min. Increase carbs after big training loads.
Chickpeas Soup with Whole Wheat Pasta,"Warm, filling soup with carbs for recovery.",dinner,comfort|carb_forward,🍝,1,24,chickpeas,180.0,g,protein,0,whole wheat pasta,85.0,g,carb,0,corn,240.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add corn and cook briefly.,Step 3: Add chickpeas and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 9 min. Cook: 15 min. Add vegetables for micronutrients.
Hake Stir-Fry with Tortilla Wraps,Quick stir-fry plus a carb base for performance.,dinner,high_carb|meal_prep,🥘,1,40,hake,160.0,g,protein,0,tortilla wraps,110.0,g,carb,0,cabbage,200.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the tortilla wraps and set aside.,Step 2: Stir-fry the hake until cooked.,Step 3: Add cabbage and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 7 min. Cook: 33 min. Add vegetables for micronutrients.
Traybake Turkey Mince and Whole Wheat Pasta,Oven-style meal prep with carbs and vegetables.,dinner,high_veg|balanced,🥘,1,17,turkey mince,140.0,g,protein,0,whole wheat pasta,110.0,g,carb,0,green beans,160.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add whole wheat pasta and green beans to the tray.,Step 3: Add turkey mince and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 8 min. Carb-forward for tomorrow’s session.
Lentils Soup with Whole Wheat Bread,"Warm, filling soup with carbs for recovery.",dinner,comfort|carb_forward,🍤,1,29,lentils,180.0,g,protein,0,whole wheat bread,140.0,g,carb,0,green beans,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add green beans and cook briefly.,Step 3: Add lentils and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 10 min. Cook: 19 min. Increase carbs after big training loads.
Kidney Beans Veg Wrap,Portable wrap with carbs and protein.,dinner,quick|one_pan,🥗,1,43,kidney beans,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,cabbage,160.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the kidney beans and season.,Step 2: Prep cabbage.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 35 min. Good post-session recovery.
Lentils Curry with Udon Noodles,Comfort curry with a big carb base.,dinner,high_veg|balanced,🍜,1,35,lentils,180.0,g,protein,0,udon noodles,110.0,g,carb,0,cabbage,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the udon noodles until ready.,Step 2: Cook the lentils in a pot.,Step 3: Add cabbage and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 8 min. Cook: 27 min. Carb-forward for tomorrow’s session.
Eggs Veg Wrap,Portable wrap with carbs and protein.,dinner,high_veg|balanced,🍜,1,38,eggs,2.0,unit,protein,0,tortilla wraps,140.0,g,carb,0,green beans,240.0,g,produce,0,tahini,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Cook the eggs and season.,Step 2: Prep green beans.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 30 min. Keep it simple for consistency.
Kidney Beans Veg Wrap,Portable wrap with carbs and protein.,dinner,post_workout|high_carb,🥔,1,16,kidney beans,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,broccoli,240.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the kidney beans and season.,Step 2: Prep broccoli.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 8 min. Increase carbs after big training loads.
Edamame Basmati Rice Bowl,Athlete-friendly bowl with a strong carb base.,dinner,comfort|carb_forward,🍗,1,30,edamame,200.0,g,protein,0,basmati rice,125.0,g,carb,0,bell pepper,200.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the basmati rice until ready.,Step 2: Cook the edamame until done.,Step 3: Cook the bell pepper until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 10 min. Cook: 20 min. Good post-session recovery.
Turkey Breast Bread Bowl,Athlete-friendly bowl with a strong carb base.,dinner,comfort|carb_forward,🥔,1,25,turkey breast,200.0,g,protein,0,bread,160.0,g,carb,0,bell pepper,160.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the bread until ready.,Step 2: Cook the turkey breast until done.,Step 3: Cook the bell pepper until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 8 min. Cook: 17 min. Increase carbs after big training loads.
Shrimp Curry with Whole Wheat Pasta,Comfort curry with a big carb base.,dinner,balanced|high_protein,🍤,1,33,shrimp,140.0,g,protein,0,whole wheat pasta,95.0,g,carb,0,cucumber,240.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the whole wheat pasta until ready.,Step 2: Cook the shrimp in a pot.,Step 3: Add cucumber and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 5 min. Cook: 28 min. Carb-forward for tomorrow’s session.
Traybake Chickpeas and Corn Tortillas,Oven-style meal prep with carbs and vegetables.,dinner,balanced|high_protein,🥔,1,16,chickpeas,140.0,g,protein,0,corn tortillas,110.0,g,carb,0,green beans,160.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add corn tortillas and green beans to the tray.,Step 3: Add chickpeas and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 6 min. Cook: 10 min. Add vegetables for micronutrients.
Chicken Breast Curry with Bagel,Comfort curry with a big carb base.,dinner,comfort|carb_forward,🥘,1,29,chicken breast,140.0,g,protein,0,bagel,110.0,g,carb,0,broccoli,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the bagel until ready.,Step 2: Cook the chicken breast in a pot.,Step 3: Add broccoli and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 10 min. Cook: 19 min. Keep it simple for consistency.
Turkey Mince Soup with Bagel,"Warm, filling soup with carbs for recovery.",dinner,balanced|high_protein,🥗,1,45,turkey mince,140.0,g,protein,0,bagel,110.0,g,carb,0,avocado,240.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add avocado and cook briefly.,Step 3: Add turkey mince and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 7 min. Cook: 38 min. Keep it simple for consistency.
Tofu Soup with Jasmine Rice,"Warm, filling soup with carbs for recovery.",dinner,high_veg|balanced,🍤,1,30,tofu,200.0,g,protein,0,jasmine rice,95.0,g,carb,0,avocado,200.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add avocado and cook briefly.,Step 3: Add tofu and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 7 min. Cook: 23 min. Increase carbs after big training loads.
Egg Whites Pasta Bowl,Athlete-friendly bowl with a strong carb base.,dinner,balanced|high_protein,🐟,1,18,egg whites,220.0,ml,protein,0,pasta,110.0,g,carb,0,garlic,240.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Cook the pasta until ready.,Step 2: Cook the egg whites until done.,Step 3: Cook the garlic until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 5 min. Cook: 13 min. Add vegetables for micronutrients.
Salmon Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,quick|one_pan,🍝,1,28,salmon,140.0,g,protein,0,pasta,125.0,g,carb,0,peas,160.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the salmon in a pan.,Step 3: Add peas and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 6 min. Cook: 22 min. Add vegetables for micronutrients.
Edamame Soup with Pumpkin,"Warm, filling soup with carbs for recovery.",dinner,quick|one_pan,🍲,1,34,edamame,180.0,g,protein,0,pumpkin,320.0,g,carb,0,bell pepper,200.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add bell pepper and cook briefly.,Step 3: Add edamame and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 5 min. Cook: 29 min. Add vegetables for micronutrients.
Cod Curry with Whole Wheat Pasta,Comfort curry with a big carb base.,dinner,high_veg|balanced,🍝,1,38,cod,140.0,g,protein,0,whole wheat pasta,110.0,g,carb,0,zucchini,240.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the whole wheat pasta until ready.,Step 2: Cook the cod in a pot.,Step 3: Add zucchini and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 12 min. Cook: 26 min. Good post-session recovery.
Edamame Soup with Pumpkin,"Warm, filling soup with carbs for recovery.",dinner,balanced|high_protein,🍝,1,25,edamame,180.0,g,protein,0,pumpkin,450.0,g,carb,0,spinach,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add spinach and cook briefly.,Step 3: Add edamame and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 11 min. Cook: 14 min. Keep it simple for consistency.
Lentils Pasta Bowl,Athlete-friendly bowl with a strong carb base.,dinner,high_veg|balanced,🍛,1,36,lentils,140.0,g,protein,0,pasta,110.0,g,carb,0,broccoli,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the pasta until ready.,Step 2: Cook the lentils until done.,Step 3: Cook the broccoli until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 9 min. Cook: 27 min. Good post-session recovery.
Hake Soup with Whole Wheat Bread,"Warm, filling soup with carbs for recovery.",dinner,quick|one_pan,🍤,1,17,hake,180.0,g,protein,0,whole wheat bread,160.0,g,carb,0,kale,200.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add kale and cook briefly.,Step 3: Add hake and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 9 min. Cook: 8 min. Increase carbs after big training loads.
Chicken Thighs Curry with Udon Noodles,Comfort curry with a big carb base.,dinner,comfort|carb_forward,🐟,1,43,chicken thighs,140.0,g,protein,0,udon noodles,95.0,g,carb,0,tomato,240.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the udon noodles until ready.,Step 2: Cook the chicken thighs in a pot.,Step 3: Add tomato and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 8 min. Cook: 35 min. Increase carbs after big training loads.
Turkey Breast Stir-Fry with Bread,Quick stir-fry plus a carb base for performance.,dinner,high_veg|balanced,🍲,1,27,turkey breast,140.0,g,protein,0,bread,160.0,g,carb,0,kale,160.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the bread and set aside.,Step 2: Stir-fry the turkey breast until cooked.,Step 3: Add kale and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 5 min. Cook: 22 min. Keep it simple for consistency.
Traybake Chickpeas and Jasmine Rice,Oven-style meal prep with carbs and vegetables.,dinner,post_workout|high_carb,🍝,1,37,chickpeas,200.0,g,protein,0,jasmine rice,125.0,g,carb,0,garlic,240.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add jasmine rice and garlic to the tray.,Step 3: Add chickpeas and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 10 min. Cook: 27 min. Carb-forward for tomorrow’s session.
Traybake Lean Beef and Potatoes,Oven-style meal prep with carbs and vegetables.,dinner,high_veg|balanced,🍝,1,31,lean beef,160.0,g,protein,0,potatoes,450.0,g,carb,0,cucumber,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add potatoes and cucumber to the tray.,Step 3: Add lean beef and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 10 min. Cook: 21 min. Keep it simple for consistency.
Kidney Beans Curry with Jasmine Rice,Comfort curry with a big carb base.,dinner,post_workout|high_carb,🍝,1,25,kidney beans,160.0,g,protein,0,jasmine rice,95.0,g,carb,0,onion,240.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the jasmine rice until ready.,Step 2: Cook the kidney beans in a pot.,Step 3: Add onion and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 5 min. Cook: 20 min. Carb-forward for tomorrow’s session.
Cod Curry with Rice Cakes,Comfort curry with a big carb base.,dinner,post_workout|high_carb,🌮,1,27,cod,140.0,g,protein,0,rice cakes,125.0,g,carb,0,carrot,240.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the rice cakes until ready.,Step 2: Cook the cod in a pot.,Step 3: Add carrot and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 7 min. Cook: 20 min. Increase carbs after big training loads.
Black Beans Curry with Bulgur,Comfort curry with a big carb base.,dinner,post_workout|high_carb,🥗,1,15,black beans,140.0,g,protein,0,bulgur,125.0,g,carb,0,green beans,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the bulgur until ready.,Step 2: Cook the black beans in a pot.,Step 3: Add green beans and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 6 min. Cook: 9 min. Increase carbs after big training loads.
Lean Beef Soup with Basmati Rice,"Warm, filling soup with carbs for recovery.",dinner,quick|one_pan,🥗,1,39,lean beef,160.0,g,protein,0,basmati rice,110.0,g,carb,0,broccoli,240.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add broccoli and cook briefly.,Step 3: Add lean beef and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 10 min. Cook: 29 min. Carb-forward for tomorrow’s session.
Cod Curry with Brown Rice,Comfort curry with a big carb base.,dinner,balanced|high_protein,🍛,1,33,cod,160.0,g,protein,0,brown rice,110.0,g,carb,0,tomato,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the brown rice until ready.,Step 2: Cook the cod in a pot.,Step 3: Add tomato and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 7 min. Cook: 26 min. Keep it simple for consistency.
Sardines Quinoa Bowl,Athlete-friendly bowl with a strong carb base.,dinner,high_veg|balanced,🥘,1,17,sardines,180.0,g,protein,0,quinoa,95.0,g,carb,0,bell pepper,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the quinoa until ready.,Step 2: Cook the sardines until done.,Step 3: Cook the bell pepper until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 10 min. Cook: 7 min. Keep it simple for consistency.
Tempeh Stir-Fry with Bread,Quick stir-fry plus a carb base for performance.,dinner,high_veg|balanced,🥔,1,44,tempeh,200.0,g,protein,0,bread,140.0,g,carb,0,bell pepper,200.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the bread and set aside.,Step 2: Stir-fry the tempeh until cooked.,Step 3: Add bell pepper and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 5 min. Cook: 39 min. Add vegetables for micronutrients.
Edamame Soup with Tortilla Wraps,"Warm, filling soup with carbs for recovery.",dinner,balanced|high_protein,🥔,1,37,edamame,140.0,g,protein,0,tortilla wraps,110.0,g,carb,0,garlic,240.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add garlic and cook briefly.,Step 3: Add edamame and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 12 min. Cook: 25 min. Keep it simple for consistency.
Traybake Tempeh and Basmati Rice,Oven-style meal prep with carbs and vegetables.,dinner,high_veg|balanced,🍲,1,40,tempeh,180.0,g,protein,0,basmati rice,110.0,g,carb,0,eggplant,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add basmati rice and eggplant to the tray.,Step 3: Add tempeh and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 31 min. Add vegetables for micronutrients.
Beef Mince Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,balanced|high_protein,🍲,1,21,beef mince,200.0,g,protein,0,pasta,125.0,g,carb,0,mushrooms,240.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the beef mince in a pan.,Step 3: Add mushrooms and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 11 min. Cook: 10 min. Increase carbs after big training loads.
Chicken Breast Curry with Whole Wheat Pasta,Comfort curry with a big carb base.,dinner,quick|one_pan,🍤,1,36,chicken breast,140.0,g,protein,0,whole wheat pasta,95.0,g,carb,0,rocket,200.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the whole wheat pasta until ready.,Step 2: Cook the chicken breast in a pot.,Step 3: Add rocket and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 6 min. Cook: 30 min. Keep it simple for consistency.
Cod Stir-Fry with Potatoes,Quick stir-fry plus a carb base for performance.,dinner,balanced|high_protein,🍤,1,30,cod,180.0,g,protein,0,potatoes,450.0,g,carb,0,cabbage,240.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the potatoes and set aside.,Step 2: Stir-fry the cod until cooked.,Step 3: Add cabbage and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 6 min. Cook: 24 min. Increase carbs after big training loads.
